,sentence1,sentence2,scores
110,(U) MOUNTAIN: Kinetic attacks are increasing.,Insurgents reportedly clashed with government forces in several areas of the country.,0.08426055
111,Demonstrations in NPP are routinely associated with acts of violence and vandalism.,"(U) Additionally, some of these groups may be battling the ROP FBP over control of smuggling routes and in response to increased border enforcement.",0.11110803
112,A PRP SPOKESPERSON ON WPRP RADIO STATED THAT THERE WAS RELATIVE CALM ACROSS THE NATION.,SUSPICIONS WILL BE CONFIRMED IF THE OUTAGES BEGIN TO APPEAR IN MORE COUNTIES ACROSS THE PRP.,0.16443178
113,"ROP has not implemented a consistent policy in regards to Identity management, but with expertise from the law enforcement apparatus, it is assessed that they could.","(B) 04 0016R HOURS, CHECK POINT NPWC 25, .1 NM EAST OF PRP/ROA BORDER; RECEIVED SIXTEEN 81MM ROUNDS CAUSING SOME HEAVY STRUCTURAL DAMAGE TO THE HQ BUILDING, A BARRACKS AND A STORAGE SHED.",0.009309376
114,(Modified W-095) PIR 6.,"AGAIN I NEED THIS FOR EACH MEETING YOU HAVE WITH A GUERILLA LEADER, RESISTANCE LEADER, OR KEY PLAYER YOU MEET WITH SO WE CAN CONDUCT PARALLEL PLANNING DOWN HERE AS WE GO, AND IF FOR SOME REASON YOU OR WE HAVE TO TERMINATE YOUR MISSION EARLY, WE HAVE EVERYTHING YOU HAVE GATHERED UP TO THAT POINT.",0.05213448
115,"ANALYST'S GENERAL COMMENTS: THE REPORT OF INCREASED COUNTER-INSURGENT ACTIVITY BY UPA FORCES IN AREAS KNOWN TO HARBOR GUERILLA SYMPATHIZERS/SUPPORTERS IN THE COASTAL TERRITORY DEMONSTRATES THE BELIEF THAT THE UPA AND ISC BOTH FEEL THE PRESSURE OF GUERILLA ACTIVITIES, AND THE CALL TO DO SOMETHING ABOUT THEM FROM THEIR COMMANDS.","		(9)  0857 HRS, WILMINGTON (COASTAL PROVINCE), PEOPLE'S REPUBLIC OF PINELAND (FORMERLY NORTH PINELAND).",0.25069892
116,A.,"Their primary income is from narcotics distribution, but they are also involved in shootings, theft, prostitution, and other violent crimes.",0.23047262
117,CHANCE OF PRECIPITATION IS 20%.,"AN UNIDENTIFIED LPP LOYALIST TOLD SATING REPORTERS THE UPA AUTHORITIES WANT THE LPP GOVERNMENT TO COLLECT PRIVATELY OWNED WEAPONS, WHICH THE THREE PEOPLE’S REPUBLIC OF PINELAND’S PROVINCIAL GOVERNORS OPPOSE.",0.010021364
118,This is also a potential escalation of VEO tactics into a new location or front.,"Following a recent string of attacks, PartisansOfAli tweeted “Allahu Akbar!",0.009750008
119,Numerous civil demonstrations and disturbances continue in many the major cities throughout the ROP.,THE TRAIN IS ON HOLD PENDING THE CONCLUSION OF THE INVESTIGATION.,0.009099507
120,"IT IS BELIEVED PATON'S GREATEST FEAR IS LIBERATING THE NORTH, ONLY TO HAVE THOSE THAT WAGED THE INSURGENCY AGAINST THE LPP, FEELING EMPOWERED TO GO THE NEXT STEP AND WRESTLE THE GOVERNMENT AWAY FROM THE CONSERVATIVES.","ADDITIONALLY, ACCORDING TO A PRP TECHNOLOGY-SHARING AGREEMENT SIGNED ON W-100, IRANIAN ADVISORS ARE SCHEDULED TO OPEN A FULL-TIME OFFICE AT THE CULLOWHEE FOSSIL REACTOR COMPLEX IN WESTERN PRP, WITH CONSTRUCTION TO BEGIN WITHIN THE NEXT 90 DAYS.",0.02089844
121,GOVERNMENTS' DECISION NOT TO SUPPORT THEIR IMMEDIATE RETURN TO IRAQ.,UNCLAS//REL ROP:  The “Cease-Fire” or “compromise” will allow the establishment of two autonomous constituencies within the Mountain Territory.,0.009317731
122,"In the attack on (W-110), an IED flashlight was placed near a business frequented by ROP soldiers and airmen (SIGACT ROP-02-FB-W-105).",A well-armed group is operating near the southern areas of the Piedmont.,0.053238038
123,"MANY FEEL HE IS BEING REWARDED FOR HIS SUPPORT OF THE LPP, AND ESPECIALLY HIS PARTICIPATION IN SEVERAL RECENT COUNTER-GUERILLA OPERATIONS.","ALL NEW INCOMING PERSONNEL ASSIGNED TO 2/325TH INFANTRY, 2ND BRIGADE MUST ATTEND.",0.010727447
124,HE ALSO INFORMED THEM THAT HE WOULD DO EVERYTHING POSSIBLE TO GET THEM TO THEIR HOMELAND.,"Currently, most disruptions are being felt by road and highway closures, public transportation, and some limited commercial activity losses.",0.0092604505
125,AWENASA also has a national organization with many foreign contacts that facilitate a full range of legal and illegal activities.,THERE THEY FOUND 359 SMALLER PLANTS IN THE OTBUILDING.,0.008894966
126,"The resolution of pending issues, including financing, timeline, absorption, and merging of the armed groups in either the ROP armed forces or absorption into the respective County Sheriff’s departments, is to be addressed by that committee.",WEST WINDS AROUND 5 MPH.,0.010106827
127,"ON BEHALF OF EAGLE 6 AND MYSELF, GOOD JOB!","CONVERSELY, THE CESSATION OF GUERILLA ACTIVITY IS HARDER TO EXPLAIN.",0.009823955
128,Some minority workers work stoppage at the Charleston Shipyards.,"(B) 09 0016R HOURS, CHECK POINT NPWC 25, .1 NM EAST OF PRP/ROA BORDER; RECEIVED SIXTEEN 81MM ROUNDS CAUSING SOME HEAVY STRUCTURAL DAMAGE TO THE HQ BUILDING, A BARRACKS AND A STORAGE SHED.",0.0098867435
129,"THE CHRONIC POLITICAL AND ECONOMIC CHALLENGES ASSOCIATED WITH THE FLEDGLING PRP GIVE LOCALS LITTLE INCENTIVE TO SUPPORT THE PRP AND EVEN LESS SO, IF THEY BELIEVE THAT SUCH SUPPORT WILL RESULT IN THE ADDED RISK OF HARM TO THEMSELVES OR THEIR FAMILIES.",AATIMO or GRA suspected.,0.020359796
130,EXPECT PARTLY CLOUDY SKIES FROM CENTRAL PRP NORTH AND NORTHEAST THROUGH MID-LATE EVENING AS THE LOW LEVEL TROUGH DROPS TO THE SOUTHEAST THROUGH CENTRAL PEOPLE'S REPUBLIC OF PINELAND (PRP).,"Some probable training topics include:  principles of camouflage, concealment, stalking techniques, marksmanship, weapons, and targeting.",0.019682443
131,ROP said files found in three laptop computers recovered at the Cadman camp showed that he had met with local officials in ROA.,"Over the years, with the loss of leadership, the group may have transitioned to more of a criminal entity since bases of support left and financial benefits from smuggling were more than sufficient to maintain operations as well as control over the region.",0.039385136
132,The MARM is still composed of a broad base of support across ethnic and socioeconomic lines.,NEW RAINFALL AMOUNTS BETWEEN A HALF AND THREE QUARTERS OF AN INCH POSSIBLE.,0.0093436735
133,The security environment is undermining the potential of future allowances for the Minority and Agrarian Reform Movement.,"ISC UNITS THROUGHOUT THE SOUTHERN AND CENTRAL COUNTIES OF THE MOUNTAIN PROVINCE RECIEVED CALLS BEGINNING AROUND 2300, AND CONTINUING INTO THE EARLY MORNING HOURS OF 18 MAR 11, REGARDING UNUSUAL AND/OR ANNOYING AIRCRAFT ACTIVITY LATE INTO THE NIGHT.",0.00937665
134,One of these attacks apparently was aided from individuals assigned to the FBP checkpoint who were aligned with the insurgent forces.,ABC - FAYETTEVILLE - THE GOD'S RIGHT ARMY (GRA) ORGANIZATION POSTED A VIDEO CLAIMING CREDIT FOR THE ATTACK ON THE UNITED NATIONS (UN) DELEGATION IN FAYETTEVILLE.,0.15404703
135,C. BECK IS THOUGHT TO BE CONNECTED WITH THE AFRICAN ATLANTICAN SOCIALIST SOCIETY (AASS) OPERATING IN THE CITIES AND RURAL AREAS THE PEOPLE’S REPUBLIC OF PINELAND.,MANY BELIEVE HE FLED THE AREA FOLLOWING THREATS FROM THE LPP PARTY REPRESENTATIVES IN RESPONSE TO REPORTS THAT MANY GUERILLA BANDS ARE SEEKING SAFE HAVEN EAST OF ALBEMARLE AND THE CITY IS PROVIDING THE MUCH NEEDED SUPPORT THAT IS SUSTAINING THE CRIMINALS.,0.012416901
136,A group named “Wesui Umoja” (WU) recently posted a long manifesto detailing past abuses and tacitly joined the wave of support behind MARM.,"Congresswoman Montgomery-Scott was reported missing at 0122 hours, on W-32, to the Columbia city police by her husband, Bradford Coruthers-Scott.",0.009960652
137,"PILOT TEAM OPERATIONS AS IT FREES UP THE ISC TO CHANGE ITS' FOCUS FROM RECOVERING FROM, INVESTIGATING, AND ATTEMPTING TO PREVENT GUERILLA ACTIVITY, TO LOCATING AND DEFEATING THE GUERILLAS WHILE THE PILOT TEAM(S) ARE IN THE JSOA(S).","IN THE INTERIM, THE APPOINTED GOVERNORS WOULD BEGIN EXECUTING THE DUTIES OF THE OFFICE FROM THE SOUTHERN PROVINCE IMMEDIATELY TO ASSIST THE CANTETH GOVERNMENT AND THE WORLD COMMUNITY (REFERRING TO THE COALITION) IN PREPARING FOR THE STORM TO BE RELEASED UPON THE PRP, IN THE WORDS OF THE PRESIDENT, ""SOON.""",0.018860543
138,"The integration of the WTU, based in the SPP has prompted organizers to increase rhetoric and begin including a more diverse agenda.",Changes to off-base transits recommended.,0.009679989
139,"""A foolish, irresponsible government is fighting the protesters.""","HE SAID THE TOTAL VALUE OF THE DRUGS CONFISCATED WAS WORTH ABOUT 500,000D.",0.009029939
140,"MONDAY: MOSTLY SUNNY, WITH A HIGH NEAR 73.",Another group involved in the attacks against the ROP military forces at Seymour Johnson AFB may be associated with a group called (Atlantica Arabian Twelvers (the Ithna’ashariyya) Islamic Movement) AATIMO.,0.009670143
141,B.,THE GENERAL QUIET CONTINUES ACROSS ALL TERRITORIES.,0.013743122
142,UPA BORDER DEFENSES CONTINUE TO BE EFFECTIVE IN RESTRICTING MOVEMENT BETWEEN THE ROP AND NORTH PINELAND.,"The ROP government proposes the following decree to distinguish between civilians and combatants in a battle space:  “Despite efforts to avoid and protect civilians, they are nonetheless harmed and deserve amends for deaths, injuries, and property losses.",0.16144809
143,Additional sensitive information pertaining to the remote housing complex described under (ROP-71-SBM-W-073).,The Hale-Canteth Government is deeply vested in their success and will be monitoring their operations very closely over the coming weeks as things continue to deteriorate across the Northern Province.,0.009092626
144,"It was unclear what charges Fhadir’s daughter, Salda Uachouf-Fhadir, might face.",NFI,0.037930287
145,Suspect the attack was carried out by CUIA or AWENASA.,THIS IS MOST LIKELY DUE TO THE GENERAL LACK OF PRE-SECESSION BASING OF ANY MAJOR ROP MILITARY UNITS.,0.12767062
146,The centers of gravity for the CUIA are in the Norwest High Mountain Area or the Cherokee National Forest TBR where most of the population is white and share Celtic and Irish backgrounds.,"All parties have announced their commitment to finalize the peace agreement, affirming it will help realize the interests of the people native to the autonomous regions and resolve the challenges facing the nation.",0.0091457525
147,"Given the lack of information on the group, it is very difficult to assess their complete motivations.",2.,0.18140593
148,"ROP officials are becoming very concerned about this escalation of violence, calling it a threat to national security.",Lt Jones also added that they are working closely with the ROP Air Force for a possible addition of surveillance technology to aid the efforts.,0.24393004
149,TO WHAT EXTENT THIS TRANSLATES INTO ACTIVE OR PASSIVE SUPPORT FOR GUERILLA VIOLENCE REMAINS UNCLEAR.,"ON (W+086), 3RD ISC MEMBERS OF THE HIGHWAY PATROL AND SHERIFFS' DEPARTMENTS IN NEW HANOVER, PENDER, AND ONSLOW ASSISTED THE UPA MARINE MILITARY POLICE (MP) MANNING MOBILE ROADBLOCKS ALONG PINELAND HIGHWAY 17, BETWEEN WILMINGTON AND JACKSONVILLE, PRP.",0.010144872
150,3) COMMANDER COMMENTS.,The violent resistance movement Atlantica Arabian Twelvers (the Ithna’ashariyya) Islamic Movement (AATIMO) is gaining strength in the South Piedmont Area.,0.009831322
151,"GRA membership is estimated to be about 3,500 in strength.","NPP BOI Headquarters, Fayetteville, NPP.",0.009234853
152,"If the economy continues to lose productivity, it is estimated it will enter a crisis condition in just a few weeks’ time.","This appears attributable to the reduced persistent PRP and UPA presence, an influx of new fighters, new supplies, new training, or some combination of these factors.",0.03786107
153,National Counter Terrorism Center (NCTC) Analyst Comments:  AATIMO is fighting for acceptance in a western culture and for equality of socio-economic standards.,"The announcement of the ROP trade embargo did come as a surprise to the PRP, but if a larger US embargo occurs, this may have a huge impact on the fragile economic situation in the PRP.",0.012209633
154,NFI,"Gun control is also affecting the decision of many in this segment, as it was perceived as a massive intrusion into their personal lives.",0.04541781
155,A PRP SPOKESPERSON ON WPRP RADIO STATED THAT THERE WAS RELATIVE CALM ACROSS THE NATION TODAY.,"THE FIRE ARMS WILL BE TURNED-IN TO THE LOCAL SHERIFF DEPARTMENTS, HOWEVER THE FIRE ARMS WILL BE RETURNED TO THEIR OWNER ONCE STABILITY IS GAINED IN THE PROVINCE; FAILURE TO COMPLY WILL RESULT IN A SIX MONTH JAIL SENTENCE.",0.090934716
156,"THESE TWO ATTACKS CONTINUE TO FOLLOW THE WELL ESTABLISHED PATTERN OF TWO TO FIVE HASTILY ERECTED FIRING POSITIONS, NEAR SIMULTANEOUS ATTACKS ON MULTIPLE TARGETS AND CREWS RAPIDLY DISASSEMBLING AND MOVING THE SYSTEMS BEFORE COUNTER-FIRE CAN TARGET THEM.",NPP North Pineland Province qq.,0.096900165
157,"1412 HRS, 20 MAR 12.",The event later ended with only minor reports of vandalism.,0.011995817
158,Shelves at major supermarkets are going empty with greater frequency.,"26 JAN 13, DAVIDSON COUNTY, (PIEDMONT PROVINCE), PRP.",0.009787119
159,"The investigation began on early (W-115) when deputies took reports of cocaine deals that were being monitored by informants Benton, ROA.","AS LONG AS GOVERNOR COOK CONTINUES TO PRODUCE, PATON WILL CONTINUE TO GIVE HIM BREATHING ROOM.",0.008847221
160,"Members of the most conservative parts of the Iraqi community formed AATIMO, a violent resistance movement that pursues a quasi-theocracy blending democracy at the national level and sharia law courts at the local level for familial and financial disputes among more conservative Shia enclaves.",THE UPA EXTENDED THE HISTORIC FREE TRADE AGREEMENT SIGNED ON (W-134) WITH VENEZUELA AND CHINA TO INCLUDE IRAN AND RUSSIA.,0.009925017
161,CHANCE OF RAIN 40 PERCENT.,"(CNN) -- (W+081) PROTESTORS DEMANDED THE END TO THE AMERICAN PRESENCE IN THE ROP, AND ESPECIALLY OF THE TROOPS IN THE FORT JACKSON, SPP COMPOUND, NICKNAMED ""CAMP UNITY"" BY THE AMERICANS.",0.012205016
162,"Before breakfast, police entered the family’s downtown home as one of eight searches around the city.",The impact of the Hurricane in the Coastal Territory is anticipated to affect thousands after the Category 4 Hurricane Irene made landfall on the NPP coast in the early hours on W-029.,0.008854148
163,The official noted that Iran’s aim is to create instability in the NPP to punish the ROP for siding with the United States on the Iranian nuclear issue,The group is well supported logistically and likely participated in the theft of military equipment from the CSX rail yard.,0.0086965645
164,"In the Piedmont, violent attacks against military and police doubled, and to the east in the Coastal, the impact of Hurricane Irene has caused significant damage displacement.","4 x Enemy KIA, 1 x Enemy WIA",0.009131127
165,This expansion of activity has been accompanied by additional information operations through extremist website postings of the incursions.,"In the absence of NPP government actions, activists on social media and local news networks are addressing the public and attempting to tone down the trolling attacks on all sides in the ongoing civil unrest.",0.07089752
166,It is possible that the PCP is starting to launch a campaign to target NPP mass transit and open yet another front for the already taxed ROP security forces.,"1 st BN, 120th IN QRF onsite.",0.00919564
167,Insurgents have expanded their attacks into larger Republic of Pineland (ROP) military installations to the north.,"He begins Tuesday by meeting senior officials in China, a key ally and economic partner of North Korea.",0.009247428
168,"The Atlantica Democratic Union (ADU) candidate, Ms. Barbara M. Vaccaro, is expected to carry a majority of the votes and the election.","WU and the GRA are known to operate in the remote region, though they are not believed to have been involved with this kidnapping.",0.029105844
169,"(SIGACT ROP-267-TP-034), Reported by 3rd Precinct, Triangle Park, Raleigh, 0340 hours, Attacked with an IID, launched with improvised launcher from the open side door of a blue panel van, 2 x KIA, 2 x WIA.","THOMASVILLE (COASTAL PROVINCE), PEOPLE'S REPUBLIC OF PINELAND (FORMERLY NORTH PINELAND).",0.009463821
170,OIEPHEG and MARM both continue active campaigns and have now been joined by the political parties representing dissenting views on the issues.,"G. (U) ADVERSARY TTPs (non-kinetic): The Protestant Heritage lead story included a detailed account of the assault on Troy Police Department, and quoted an unnamed intelligence official in the MISD suggesting there are indications AWENASA provided material assistance that enabled the attack, which MISD believes was carried out by CUIA and several other groups.",0.009371327
